year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2021,1,BMV,Outdoor Area Public/Private,N/A,2967 DARBY DR,1244,325,SOUTHEAST,D5,2021-02-05T00:00:00Z,2021,February,Fri,21:00:00,36,2021-02-06T00:00:00Z,2021,February,Sat,06:00:00,37,2021-02-10T16:07:00Z,2021-02-10T17:11:48Z,2021,February,Wed,17:11:00,41,2021-02-10T16:07:16Z,2021-02-10T16:07:16Z,2021-02-10T17:35:41Z,2021-02-10T17:00:44Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,EX08,Investigations,Property Crime Division / SE Property Crimes,Suspended,Suspended,UNK SUSP BROKE INTO VEH AND REMOVED LISTED PROPERTY,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,No Coded,2021-12-08T14:57:47Z,2530383.43107219,6965283.36668035,75227,DALLAS,TX,"2967 DARBY DR
DALLAS, TX 75227
(32.762649, -96.671654)"
2018,3,BMV,Single Family Residence - Occupied,N/A,1596 FIJI ST,4147,712,SOUTH CENTRAL,D4,2018-12-06T00:00:00Z,2018,December,Thu,18:50:00,340,2018-12-06T00:00:00Z,2018,December,Thu,18:53:00,340,2018-12-06T18:54:00Z,2018-12-07T01:03:06Z,2018,December,Fri,01:03:00,341,2018-12-06T18:54:24Z,2018-12-06T18:54:24Z,2018-12-07T01:42:43Z,2018-12-06T22:49:48Z,Victim,Individual,White,Non-Hispanic or Latino,Male,E721,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNK SUSP ENTERED COMP'S VEHICLE  AND TOOK PROPERTY W/O CONSENT,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-01-07T19:54:05Z,2490996.9701471,6958101.01260677,75203,DALLAS,TX,"1596 FIJI ST
DALLAS, TX 75203"
2019,3,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Parking (Business),N/A,8440 PARK LN,1084,216,NORTHEAST,D13,2019-02-03T00:00:00Z,2019,February,Sun,23:36:00,34,2019-02-03T00:00:00Z,2019,February,Sun,23:36:00,34,2019-02-03T23:36:00Z,2019-02-04T00:02:38Z,2019,February,Mon,00:02:00,35,2019-02-03T23:36:28Z,2019-02-03T23:36:28Z,2019-02-04T01:23:10Z,2019-02-03T23:42:15Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,A212,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSP KICKED COMPS VEH CAUSING DAMAGE TO THE FRONT BUMPER.,FALSE,NA,None,NA,NA,No,29990044,PC 28.03(b)(4)(A),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2019-03-04T16:53:47Z,2502846.00616027,7004249.57844594,75231,DALLAS,TX,"8440 PARK LN
DALLAS, TX 75231
(32.871028, -96.75915)"
2019,1,BURGLARY OF BUILDING - FORCED ENTRY,Single Family Residence - Vacant,N/A,7010 LINDSLEY AVE,1195,112,CENTRAL,D14,2019-02-26T00:00:00Z,2019,February,Tue,18:30:00,57,2019-02-27T00:00:00Z,2019,February,Wed,07:30:00,58,2019-02-27T08:10:00Z,2019-02-27T09:23:41Z,2019,February,Wed,09:23:00,58,2019-02-27T08:10:55Z,2019-02-27T08:10:54Z,2019-02-27T10:33:26Z,2019-02-27T09:03:33Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,D173,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,UNKNOWN SUSP/S ENTERED LOCATION AND TOOK PROPERTY,FALSE,NA,None,NA,NA,No,22990001,PC 30.02(c)(1),NA,NA,NA,NA,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,No Coded,2019-07-25T13:26:24Z,2509561.9901036,6981067.92533427,75223,DALLAS,TX,"7010 LINDSLEY AVE
DALLAS, TX 75223
(32.807199, -96.739114)"
2019,1,BMV,Apartment Parking Lot,None,7740 MCCALLUM BLVD,6009,623,NORTH CENTRAL,D12,2019-11-22T00:00:00Z,2019,November,Fri,20:00:00,326,2019-11-23T00:00:00Z,2019,November,Sat,08:00:00,327,2019-11-23T10:50:00Z,2019-11-23T10:28:15Z,2019,November,Sat,10:28:00,327,2019-11-23T10:26:01Z,2019-11-23T10:26:01Z,2019-11-23T11:59:19Z,2019-11-23T10:26:01Z,Victim,Individual,Asian,Non-Hispanic or Latino,Male,B609,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,UNK PERSON ENTERED COMPS VEHICLE WITH OUT CONSENT,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-11-25T10:10:21Z,2498001.07359295,7046133.18759194,75252,DALLAS,TX,"7740 MCCALLUM BLVD
DALLAS, TX 75252
(32.987856, -96.772991)"
2019,2,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Parking (Business),N/A,4455 L B J FWY,4551,556,NORTHWEST,D13,2019-10-01T00:00:00Z,2019,October,Tue,07:00:00,274,2019-10-01T00:00:00Z,2019,October,Tue,11:14:00,274,2019-10-29T18:22:00Z,2019-10-29T18:25:48Z,2019,October,Tue,18:25:00,302,2019-10-29T18:22:42Z,2019-10-29T18:22:42Z,2019-10-29T21:44:50Z,2019-10-29T18:22:42Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,C209,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNK SUSPECT TOOK COMPS TX LP WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,99999999,PC 31.03(f),NA,NA,NA,NA,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,23G,A,Coded,2020-07-10T15:31:20Z,2479664.71492453,7023891.88233711,75244,DALLAS,TX,"4455 L B J FWY
DALLAS, TX 75244"
2021,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Gas or Service Station,N/A,7300 JOHN W CARPENTER FWY,3077,512,NORTHWEST,D6,2021-11-27T00:00:00Z,2021,November,Sat,22:00:00,331,2021-11-27T00:00:00Z,2021,November,Sat,22:00:00,331,2021-12-07T06:20:00Z,2021-12-07T11:05:56Z,2021,December,Tue,11:05:00,341,2021-12-07T06:20:52Z,2021-12-07T06:20:52Z,2021-12-08T00:59:05Z,2021-12-07T06:20:52Z,Victim,Individual,White,Non-Hispanic or Latino,Male,OFFDTY,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEHICLE W/O THE COMP'S PERMISSION,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2021-12-22T15:01:02Z,2468947.70224,6984385.77664,75247,DALLAS,TX,"7300 JOHN W CARPENTER FWY
DALLAS, TX 75247
(32.818441, -96.871712)"
2021,2,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,N/A,4343 CONGRESS AVE,3115,544,NORTHWEST,D2,2021-01-11T00:00:00Z,2021,January,Mon,11:46:00,11,2021-01-11T00:00:00Z,2021,January,Mon,11:50:00,11,2021-01-11T12:49:00Z,2021-01-11T12:12:17Z,2021,January,Mon,12:12:00,11,2021-01-11T11:52:01Z,2021-01-11T11:52:01Z,2021-01-11T14:12:53Z,2021-01-11T11:54:42Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B534,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNKNOWN SUSPECTS ENTERED COMP'S APT AND TOOK PROPERTY W/O CONSENT,FALSE,NA,None,NA,NA,No,22990002,PC 30.02(c)(2),NA,NA,NA,NA,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2021-01-20T06:18:03Z,2485545.26517127,6982056.10708493,75219,DALLAS,TX,"4343 CONGRESS AVE
DALLAS, TX 75219
(32.811438, -96.816936)"
2020,2,RECOVERED OUT OF TOWN STOLEN VEHICLE (NO OFFENSE),Single Family Residence - Occupied,N/A,2700 SILKWOOD ST,4533,348,SOUTHEAST,D7,2019-12-30T00:00:00Z,2019,December,Mon,13:00:00,364,2019-12-30T00:00:00Z,2019,December,Mon,13:00:00,364,2020-01-22T09:05:00Z,2020-01-22T09:10:06Z,2020,January,Wed,09:10:00,22,2020-01-22T09:05:57Z,2020-01-22T09:05:57Z,2020-01-22T18:00:03Z,2020-01-22T09:05:57Z,Victim,Government,NA,NA,NA,G159,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,OUT OF TOWN RECOVERED STOLEN VEHICLE,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-03-25T16:11:24Z,2505883.96038619,6956922.12224802,75215,DALLAS,TX,"2700 SILKWOOD ST
DALLAS, TX 75215
(32.74101, -96.752245)"
2018,3,ABANDONED PROPERTY (NO OFFENSE),Business Office,N/A,2630 COMMERCE ST,2078,153,CENTRAL,D2,2018-10-06T00:00:00Z,2018,October,Sat,23:15:00,279,2018-10-06T00:00:00Z,2018,October,Sat,23:17:00,279,2018-10-06T23:18:00Z,2018-10-07T00:45:17Z,2018,October,Sun,00:45:00,280,2018-10-06T23:18:21Z,2018-10-06T23:18:21Z,2018-10-07T02:41:10Z,2018-10-06T23:18:24Z,Victim,Government,NA,NA,NA,Y331,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,VEHICLE WAS BLOCKING PRIVATE DRIVEWAY.,FALSE,NA,None,NA,NA,No,99999999,No Violation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2018-10-17T08:01:11Z,2495577.38552694,6971951.46029952,75226,DALLAS,TX,"2630 COMMERCE ST
DALLAS, TX 75226
(32.782854, -96.784911)"
2018,1,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,"Highway, Street, Alley ETC",N/A,11500 FEATHERBROOK DR,1132,228,NORTHEAST,D9,2018-07-03T00:00:00Z,2018,July,Tue,02:00:00,184,2018-07-03T00:00:00Z,2018,July,Tue,02:12:00,184,2018-07-03T02:12:00Z,2018-07-03T02:47:49Z,2018,July,Tue,02:47:00,184,2018-07-03T02:12:10Z,2018-07-03T02:12:10Z,2018-07-03T06:48:13Z,2018-07-03T02:14:30Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,A251,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,SUSP FLED ACCIDENT SCENE W/O PROVIDING INSURANCE INFORMATION,FALSE,NA,None,NA,NA,No,54990007,550.024(b)(2),NA,NA,NA,NA,TRAFFIC VIOLATION - HAZARDOUS,TRAFFIC VIOLATION - HAZARDOUS,"PERSON, PROPERTY, OR SOCIETY",999,C,999 - No Coded,2018-07-18T03:16:31Z,2534624.61484702,6996995.19925393,75228,DALLAS,TX,"11500 FEATHERBROOK DR
DALLAS, TX 75228
(32.84965, -96.65632)"
2018,1,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Complex/Building,N/A,2003 HIGH HILL BLVD,4173,715,SOUTH CENTRAL,D4,2018-10-23T00:00:00Z,2018,October,Tue,02:55:00,296,2018-10-23T00:00:00Z,2018,October,Tue,03:16:00,296,2018-10-23T03:35:00Z,2018-10-23T03:18:49Z,2018,October,Tue,03:18:00,296,2018-10-23T02:55:18Z,2018-10-23T02:55:18Z,2018-10-23T03:41:12Z,2018-10-23T02:58:10Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,A744,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNK SUSP BROKE WINDOW AND SCREEN WITHOUT CONSENT,FALSE,NA,None,NA,NA,UNK,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2018-10-30T15:14:58Z,2492173.2122172,6954775.16952093,75203,DALLAS,TX,"2003 HIGH HILL BLVD
DALLAS, TX 75203
(32.735472, -96.796789)"
2020,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,N/A,9735 WHISTLER DR,2227,355,SOUTHEAST,D8,2020-01-13T00:00:00Z,2020,January,Mon,05:50:00,13,2020-01-13T00:00:00Z,2020,January,Mon,07:15:00,13,2020-01-13T07:24:00Z,2020-01-13T07:00:15Z,2020,January,Mon,07:00:00,13,2020-01-13T05:46:33Z,2020-01-13T05:46:33Z,2020-01-13T07:26:39Z,2020-01-13T06:40:52Z,NA,NA,NA,NA,NA,A357,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEH WITH OUT CONSENT.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2022-05-23T15:09:47Z,2536625.86252,6937783.79936,75217,DALLAS,TX,"9735 WHISTLER DR
DALLAS, TX 75217
(32.686536, -96.653241)"
2020,2,THEFT FROM BUILDING> OR EQUAL $750<$2500 (NOT SHOPLIFT),Apartment Complex/Building,NA,3930 MCKINNEY AVE,4514,125,CENTRAL,D14,2019-12-20T00:00:00Z,2019,December,Fri,13:15:00,354,2020-03-23T00:00:00Z,2020,March,Mon,13:15:00,83,2020-03-24T13:27:34Z,2020-03-24T14:00:52Z,2020,March,Tue,14:00:00,84,NA,NA,NA,NA,Victim,Individual,White,Non-Hispanic or Latino,Male,NA,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,NA,NA,NA,None,NA,No,NA,99999999,UCR,NA,NA,NA,NA,THEFT OF BUILDING,LARCENY/ THEFT OFFENSES,PROPERTY,23D,A,Coded,2022-07-06T21:59:22Z,2492710.81448844,6981784.29988576,75204,DALLAS,TX,"3930 MCKINNEY AVE
DALLAS, TX 75204
(32.810062, -96.794239)"
2018,3,ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,Bar/NightClub/DanceHall ETC.,N/A,3912 CEDAR SPRINGS RD,3116,546,NORTHWEST,D14,2018-12-13T00:00:00Z,2018,December,Thu,22:45:00,347,2018-12-13T00:00:00Z,2018,December,Thu,22:49:00,347,2018-12-13T22:50:00Z,2018-12-14T00:13:53Z,2018,December,Fri,00:13:00,348,2018-12-13T22:50:46Z,2018-12-13T22:50:46Z,2018-12-14T01:24:41Z,2018-12-13T23:33:41Z,Victim,Individual,White,Non-Hispanic or Latino,Male,A154,Investigations,Capers / Assaults,Suspended,Suspended,INTOXICATED COMP PUNCHED IN FACE BY UNK SUSP,FALSE,NA,None,NA,NA,No,99999999,Assault Investigation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-01-05T12:53:02Z,2487550.43307695,6982142.33230619,75219,DALLAS,TX,"3912 CEDAR SPRINGS RD
DALLAS, TX 75219
(32.810644, -96.810778)"
2019,3,BURGLARY OF BUILDING - FORCED ENTRY,Single Family Residence - Vacant,Residential Property Occupied/Vacant,10249 E LAKE HIGHLANDS DR,1126,234,NORTHEAST,D9,2019-07-23T00:00:00Z,2019,July,Tue,06:00:00,204,2019-07-24T00:00:00Z,2019,July,Wed,06:45:00,205,2019-07-24T07:30:00Z,2019-07-24T07:56:32Z,2019,July,Wed,07:56:00,205,2019-07-24T06:55:19Z,2019-07-24T06:55:19Z,2019-07-24T09:30:20Z,2019-07-24T07:44:22Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B246,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSPECT ENTERED UNLOCKED FRONT DOOR TOOK PROPERTY,FALSE,NA,None,NA,NA,No,22990001,PC 30.02(c)(1),NA,NA,NA,NA,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,No Coded,2019-09-18T13:17:56Z,2520310.10246561,6997850.52661152,75218,DALLAS,TX,"10249 E LAKE HIGHLANDS DR
DALLAS, TX 75218
(32.853015, -96.702963)"
2019,1,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,Apartment Parking Lot,N/A,2222 GRAYCLIFF DR,1175,236,NORTHEAST,D9,2019-09-08T00:00:00Z,2019,September,Sun,23:00:00,251,2019-09-09T00:00:00Z,2019,September,Mon,13:30:00,252,2019-09-10T00:10:00Z,2019-09-10T01:44:43Z,2019,September,Tue,01:44:00,253,2019-09-10T00:10:46Z,2019-09-10T00:10:46Z,2019-09-10T02:02:41Z,2019-09-10T01:20:28Z,Victim,Individual,White,Non-Hispanic or Latino,Female,E214,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,UNK SUSP STRUCK COMP'S PARKED VEHICLE CAUSING DAMAGE & FLED SCENE,FALSE,NA,None,NA,NA,No,54990007,550.024(b)(2),NA,NA,NA,NA,TRAFFIC VIOLATION - HAZARDOUS,TRAFFIC VIOLATION - HAZARDOUS,"PERSON, PROPERTY, OR SOCIETY",999,C,999 - No Coded,2019-09-11T07:35:11Z,2517553.00725803,6980467.22738868,75228,DALLAS,TX,"2222 GRAYCLIFF DR
DALLAS, TX 75228
(32.805423, -96.713272)"
2021,2,LOST PROPERTY (NO OFFENSE),Airport - Love Field,NA,8008 HERB KELLEHER WAY,3070,523,NORTHWEST,D2,2021-12-07T00:00:00Z,2021,December,Tue,12:30:00,341,2021-12-07T00:00:00Z,2021,December,Tue,12:30:00,341,2021-12-11T12:37:39Z,2021-12-28T00:30:31Z,2021,December,Tue,00:30:00,362,NA,NA,NA,NA,Victim,Individual,White,Non-Hispanic or Latino,Male,NA,NA,NA,Suspended,Suspended,NA,NA,NA,None,NA,UNK,NA,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-12-28T11:35:55Z,2475384.37965,6993931.03379,75235,DALLAS,NA,"8008 HERB KELLEHER WAY
DALLAS 75235
(32.85262, -96.85281)"
2021,3,POSS MARIJUANA <2OZ,"Highway, Street, Alley ETC",N/A,100 E ILLINOIS AVE,4215,721,SOUTH CENTRAL,D4,2021-09-24T00:00:00Z,2021,September,Fri,16:00:00,267,2021-09-24T00:00:00Z,2021,September,Fri,16:02:00,267,2021-09-24T16:03:00Z,2021-09-24T16:49:19Z,2021,September,Fri,16:49:00,267,2021-09-24T16:03:53Z,2021-09-24T16:03:53Z,2021-09-24T21:10:32Z,2021-09-24T16:03:53Z,Victim,Society/Public,NA,NA,NA,E769,NA,NA,Clear by Arrest,CBA (Over Age 17),AP WAS IS POSS OF SUSPECTED MARIJUANA,FALSE,NA,None,NA,NA,Yes,35620008,HSC 481.121(b)(1),NA,NA,NA,NA,DRUG/ NARCOTIC VIOLATIONS,DRUG/ NARCOTIC VIOLATIONS,SOCIETY,35A,A,No Coded,2021-09-28T18:24:57Z,2484282.73981,6949103.33506,75216,DALLAS,TX,"100 E ILLINOIS AVE
DALLAS, TX 75216
(32.720293, -96.822877)"
2021,1,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Single Family Residence - Occupied,N/A,4003 S MARSALIS AVE,4301,724,SOUTH CENTRAL,D4,2021-05-14T00:00:00Z,2021,May,Fri,23:10:00,134,2021-05-15T00:00:00Z,2021,May,Sat,09:04:00,135,2021-05-16T09:44:00Z,2021-05-16T08:55:34Z,2021,May,Sun,08:55:00,136,2021-05-15T19:19:45Z,2021-05-15T19:19:44Z,2021-05-16T10:03:58Z,2021-05-16T08:39:36Z,Victim,Individual,White,Non-Hispanic or Latino,Male,E733,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT SHOT AT THE COMP'S VEHICLE,FALSE,NA,None,NA,NA,No,29990043,PC 28.03(b)(3)(A),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2022-04-21T14:45:36Z,2486800.52348752,6940259.6244051,75216,DALLAS,TX,"4003 S MARSALIS AVE
DALLAS, TX 75216
(32.695868, -96.814727)"
2020,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,N/A,4314 S MALCOLM X BLVD,2165,346,SOUTHEAST,D7,2020-06-30T00:00:00Z,2020,June,Tue,00:00:00,182,2020-07-01T00:00:00Z,2020,July,Wed,00:00:00,183,2020-07-01T10:57:00Z,2020-07-01T11:38:19Z,2020,July,Wed,11:38:00,183,2020-07-01T10:57:25Z,2020-07-01T10:57:25Z,2020-07-01T12:20:00Z,2020-07-01T11:01:53Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,B314,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSP TOOK THE COMP VEH WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2021-02-25T22:54:37Z,2504553.36163,6963422.96327,75215,DALLAS,TX,"4314 S MALCOLM X BLVD
DALLAS, TX 75215"
2018,1,BMV,Apartment Parking Lot,N/A,2420 CANTON ST,2089,135,CENTRAL,D2,2018-09-28T00:00:00Z,2018,September,Fri,16:00:00,271,2018-09-29T00:00:00Z,2018,September,Sat,11:30:00,272,2018-09-29T15:21:00Z,2018-09-29T17:18:28Z,2018,September,Sat,17:18:00,272,2018-09-29T15:21:03Z,2018-09-29T15:21:03Z,2018-09-29T19:12:55Z,2018-09-29T16:40:27Z,Victim,Individual,White,Non-Hispanic or Latino,Male,L353,NA,NA,Suspended,Suspended,UNK SUSP ENTERED COMP VEH AND STOLE PROPERTY.,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,No Coded,2018-10-04T09:47:00Z,2494665.75480428,6971484.29358293,75201,DALLAS,TX,"2420 CANTON ST
DALLAS, TX 75201
(32.781631, -96.786901)"
2018,2,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,Apartment Complex/Building,8350 PARK LN,1084,216,NORTHEAST,D13,2018-03-14T00:00:00Z,2018,March,Wed,06:00:00,73,2018-03-14T00:00:00Z,2018,March,Wed,20:22:00,73,2018-03-14T22:07:00Z,2018-03-14T21:41:19Z,2018,March,Wed,21:41:00,73,2018-03-14T20:23:41Z,2018-03-14T20:23:41Z,2018-03-14T22:37:04Z,2018-03-14T21:22:38Z,Victim,Individual,White,Non-Hispanic or Latino,Male,F227,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSP BROKE WINDOW AND ENTERED APT AND TOOK PROP W/O CONSENT,FALSE,NA,None,NA,NA,No,22990002,PC 30.02(c)(2),BURGLARY-RESIDENCE,BURGLARY,511,PART1,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2018-05-25T17:22:41Z,2502497.94123961,7004062.20939811,75231,DALLAS,TX,"8350 PARK LN
DALLAS, TX 75231
(32.871056, -96.760635)"
2018,1,BMV,Convenience Store,N/A,4501 S LAMAR ST,2190,344,SOUTHEAST,D7,2018-01-10T00:00:00Z,2018,January,Wed,20:00:00,10,2018-01-11T00:00:00Z,2018,January,Thu,08:30:00,11,2018-01-11T08:33:00Z,2018-01-11T09:00:49Z,2018,January,Thu,09:00:00,11,2018-01-11T08:31:56Z,2018-01-11T08:31:56Z,2018-01-11T10:24:15Z,2018-01-11T08:38:59Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,B347,NA,NA,Suspended,Suspended,UNK SUSP USED GLASS BOTTLE TO BREAK  COMPS WINDOW,FALSE,NA,None,Other,No,No,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2018-01-11T11:45:23Z,2501552.60717228,6959599.0089546,75215,DALLAS,TX,"4501 S LAMAR ST
DALLAS, TX 75215
(32.748762, -96.765652)"
2019,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,N/A,414 W LOUISIANA AVE,4167,446,SOUTHWEST,D1,2019-01-12T00:00:00Z,2019,January,Sat,23:00:00,12,2019-01-13T00:00:00Z,2019,January,Sun,10:45:00,13,2019-01-13T15:50:00Z,2019-01-13T17:22:56Z,2019,January,Sun,17:22:00,13,2019-01-13T15:50:19Z,2019-01-13T15:50:19Z,2019-01-13T18:33:36Z,2019-01-13T17:00:35Z,NA,NA,NA,NA,NA,C411,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECT TOOK THE COMPS VEHICLE WITHOUT PERMISSION.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2021-03-19T06:54:59Z,2482318.04379,6950166.80861,75224,DALLAS,TX,"414 W LOUISIANA AVE
DALLAS, TX 75224
(32.723309, -96.828247)"
2019,3,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",Single Family Residence - Occupied,N/A,9114 SEAGROVE DR,6036,241,NORTHEAST,D10,2018-12-03T00:00:00Z,2018,December,Mon,08:00:00,337,2019-01-07T00:00:00Z,2019,January,Mon,12:00:00,7,2019-01-07T12:26:00Z,2019-01-07T13:17:04Z,2019,January,Mon,13:17:00,7,2019-01-07T12:26:48Z,2019-01-07T12:26:48Z,2019-01-07T13:44:54Z,2019-01-07T13:03:27Z,Victim,Individual,White,Non-Hispanic or Latino,Male,D253,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNKNOWN SUSP TOOK COMP'S PROPERTY,FALSE,NA,None,NA,NA,No,23990194,PC 31.03(e)(4)(A),NA,NA,NA,NA,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2019-01-31T09:44:58Z,2506713.96627212,7014308.68726468,75243,DALLAS,TX,"9114 SEAGROVE DR
DALLAS, TX 75243
(32.898711, -96.746299)"
